trial,model,target_rank_in_tour,tour_length,fcr
246,M4* 2-opt,5,13.400068532116537,1.5679150320062814
247,M4* greedy,1,10.875834600027776,6.482519247696858
247,M4* 2-opt,1,10.875834600027776,5.711017519397524
248,M4* greedy,1,13.639911237761034,3.362195767238808
248,M4* 2-opt,1,13.639911237761034,3.0089903765608765
249,M4* greedy,2,13.555494674065667,3.5456380817962025
249,M4* 2-opt,2,13.555494674065667,3.31356643994195
250,M4* greedy,4,13.996002458486553,3.597181807455023
250,M4* 2-opt,4,13.996002458486553,3.597181807455023
251,M4* greedy,3,12.530989078705158,1.0726335563477627
251,M4* 2-opt,4,12.517825501822282,1.3632939061949096
252,M4* greedy,5,13.364611559275403,1.6429918943037416
252,M4* 2-opt,4,12.515562618271149,1.4945822074225457
253,M4* greedy,4,13.533868849726653,1.6399641119706587
253,M4* 2-opt,5,12.256676020155426,5.332721758500827
254,M4* greedy,1,11.722344389976262,5.930811854369602
254,M4* 2-opt,1,11.634477271983371,5.930811854369602
255,M4* greedy,6,11.224415110467543,4.788140246728212
255,M4* 2-opt,6,11.224415110467543,4.042529339878106
256,M4* greedy,2,13.191687992541935,1.0246022751559498
256,M4* 2-opt,2,12.507799917642085,1.0246022751559498
257,M4* greedy,3,13.662542573317245,1.402084366725308
257,M4* 2-opt,6,12.8291082954819,3.8222179403145624
258,M4* greedy,3,13.128887658130605,1.7177681448144497
258,M4* 2-opt,4,12.948939444620546,4.798945390757037
259,M4* greedy,3,11.648910655960192,2.9975312439101387
259,M4* 2-opt,4,11.357242954476504,3.025724560643902
260,M4* greedy,1,13.024063457184326,7.200341486302211
260,M4* 2-opt,1,12.339275529684015,6.614722633454977
261,M4* greedy,1,12.89979040721865,4.103941760871781
261,M4* 2-opt,1,12.89979040721865,3.8629311032310687
262,M4* greedy,3,11.286859758857736,1.2167266819132505
262,M4* 2-opt,3,11.286859758857736,1.2167266819132505
263,M4* greedy,5,13.851041421706416,4.477028458110715
263,M4* 2-opt,2,13.724123047330032,3.5276105913665976
264,M4* greedy,2,13.849414036177535,5.155364700939547
264,M4* 2-opt,4,13.117636336766378,5.770890632805308
265,M4* greedy,9,13.91685259996936,4.912193755170058
265,M4* 2-opt,5,13.074522172987274,2.8574464599027287
266,M4* greedy,5,13.986762957253845,1.716399864488808
266,M4* 2-opt,5,13.9369082029795,1.5746906371107285
267,M4* greedy,6,10.894521495814985,3.5031078721610407
267,M4* 2-opt,6,10.879286937094651,3.496810866704786
268,M4* greedy,2,11.16607741577809,4.2623896841447175
268,M4* 2-opt,2,11.16607741577809,4.259903761261509
269,M4* greedy,1,13.9230062429407,5.221330182968657
269,M4* 2-opt,1,13.9230062429407,5.208172498832741
270,M4* greedy,3,13.971020174010334,1.1631400430369436
270,M4* 2-opt,3,13.70212526125081,1.1631400430369436
271,M4* greedy,8,12.971989085318455,4.226092308300658
271,M4* 2-opt,9,11.688771032297629,4.831450974432021
272,M4* greedy,6,13.528087512501921,1.4389704215446357
272,M4* 2-opt,2,12.983146881926663,1.1619193939135797
273,M4* greedy,3,13.946367343709454,2.7408808018642525
273,M4* 2-opt,3,13.012019709004344,2.616935135334922
274,M4* greedy,1,12.506956215657542,1.0
274,M4* 2-opt,1,12.434731448502006,1.0
275,M4* greedy,1,13.911457207030027,1.6016268457821479
275,M4* 2-opt,1,13.213184941881497,1.6016268457821479
276,M4* greedy,3,11.099442127546485,4.010356452152171
276,M4* 2-opt,3,11.099442127546485,4.010356452152171
277,M4* greedy,5,13.630042414897769,2.1237704400706834
277,M4* 2-opt,5,13.630042414897769,2.1237704400706834
278,M4* greedy,3,11.901925457703246,1.9266222322542288
278,M4* 2-opt,5,11.120711280625375,3.9419881623386277
279,M4* greedy,4,12.720105187055218,2.157862199553469
279,M4* 2-opt,5,12.478284982202405,2.4144027745939436
280,M4* greedy,3,11.20145498469187,1.912623185008405
280,M4* 2-opt,3,10.69735465225006,1.3279091505865956
281,M4* greedy,3,11.637423469250567,4.1131303522646165
281,M4* 2-opt,3,11.568771801913664,3.5335936587191292
282,M4* greedy,3,13.790146795231824,1.155545031421822
282,M4* 2-opt,3,13.790146795231824,1.155545031421822
283,M4* greedy,2,13.832063094558782,1.0773585055208965
283,M4* 2-opt,2,11.609212292051156,1.0773585055208965
284,M4* greedy,4,12.762436911093426,1.667210433138454
284,M4* 2-opt,2,11.108341555461006,1.0265443815015785
285,M4* greedy,1,13.561048331660913,7.611245987155882
285,M4* 2-opt,1,13.561048331660913,7.611245987155882
286,M4* greedy,3,13.427648780664459,1.2586934405327248
286,M4* 2-opt,5,12.073955819549393,2.576433599670848
287,M4* greedy,2,11.793740197303276,5.9300637492787125
287,M4* 2-opt,2,11.793740197303276,5.868684846952949
288,M4* greedy,2,11.627761191544428,1.1123842892124578
288,M4* 2-opt,2,11.627761191544428,1.1123842892124578
289,M4* greedy,1,12.253827041114805,1.0
289,M4* 2-opt,1,10.783758982559593,1.0
290,M4* greedy,3,13.812259409406924,1.2855526833073116
290,M4* 2-opt,5,13.440411413851596,3.3100714072809723
291,M4* greedy,6,13.103023932801177,1.4725848777408799
291,M4* 2-opt,6,12.250300142829483,1.3191005467778776
292,M4* greedy,2,12.988780083317128,4.45433267689217
292,M4* 2-opt,2,12.988780083317128,4.17282520464971
293,M4* greedy,1,9.944785480724072,5.413640168680081
293,M4* 2-opt,1,9.944785480724072,5.413640168680081
294,M4* greedy,5,13.395643809635052,1.2887756942813973
294,M4* 2-opt,4,13.130583708025416,1.067752658017577
295,M4* greedy,2,12.067158924124517,4.139346309302959
295,M4* 2-opt,2,12.067158924124517,3.7066994733932894
296,M4* greedy,4,12.222550323558194,1.020958048802037
296,M4* 2-opt,4,12.222550323558194,1.020958048802037
297,M4* greedy,1,12.786285081714475,5.150496100493367
297,M4* 2-opt,1,12.751335966493045,5.094619971900041
298,M4* greedy,1,8.32649766893458,7.823080094984456
298,M4* 2-opt,1,8.32649766893458,7.823080094984456
299,M4* greedy,2,12.729798711513585,1.0832620529843446
299,M4* 2-opt,2,10.217508532817389,1.0832620529843446
300,M4* greedy,4,13.36484560872513,2.8120484413525135
300,M4* 2-opt,3,12.086077129877154,2.6074301273238367
301,M4* greedy,1,10.85878458630971,4.516064523404352
301,M4* 2-opt,1,10.85878458630971,4.516064523404352
302,M4* greedy,3,10.70686194595318,1.415600889440557
302,M4* 2-opt,3,9.911028629147651,1.0799441572770947
303,M4* greedy,2,10.857283808224631,1.0339813892868799
303,M4* 2-opt,2,10.857283808224631,1.0339813892868799
304,M4* greedy,1,8.341138845679396,6.033295766854743
304,M4* 2-opt,1,8.341138845679396,6.033295766854743
305,M4* greedy,5,12.506767548608115,2.109762724872848
305,M4* 2-opt,3,12.502516260556165,1.795486550433555
306,M4* greedy,1,10.666803774206029,1.0
306,M4* 2-opt,1,10.666803774206029,1.0
307,M4* greedy,6,13.00682585998127,1.694853985529757
307,M4* 2-opt,4,11.870253759513595,1.3143453300327574
308,M4* greedy,5,13.075503166241507,2.564784616602811
308,M4* 2-opt,5,11.991272522737656,3.1527691810269087
309,M4* greedy,1,13.901134815980571,1.0
309,M4* 2-opt,1,13.437653203669425,1.0
310,M4* greedy,4,13.647575021986047,1.4478893129930734
310,M4* 2-opt,4,13.647575021986047,1.4478893129930734
311,M4* greedy,2,13.388466149629089,1.0865148601369277
311,M4* 2-opt,6,13.072725722889158,5.668117471530891
312,M4* greedy,5,13.317663426718642,1.3578763601080592
312,M4* 2-opt,2,12.594465014508389,1.1588142020742855
313,M4* greedy,6,8.450791331489187,1.5011474179475701
313,M4* 2-opt,3,8.325230461092325,1.0118030051043028
314,M4* greedy,1,13.821045936769476,1.0
314,M4* 2-opt,5,12.013597676309635,4.5762824603560945
315,M4* greedy,1,13.995480847080932,1.087846734983473
315,M4* 2-opt,1,13.67896516833787,1.087846734983473
316,M4* greedy,6,13.966103866381584,2.060549489309916
316,M4* 2-opt,4,12.270914500295644,1.7906389450905063
317,M4* greedy,2,13.972484002956275,1.0287720540282328
317,M4* 2-opt,2,13.972484002956275,1.0287720540282328
318,M4* greedy,5,13.859079784424914,2.574548838651351
318,M4* 2-opt,5,13.0596219612322,2.3349510191812706
319,M4* greedy,3,12.434254642881715,1.6594902638308138
319,M4* 2-opt,4,12.399553957291907,8.522410582725378
320,M4* greedy,5,13.638423863099774,1.2350777522081635
320,M4* 2-opt,3,12.836685236970906,1.0068806321855797
321,M4* greedy,5,13.506501887579562,1.5587137165447082
321,M4* 2-opt,5,13.498257935249093,1.556478399065292
322,M4* greedy,3,13.097682967865115,1.3552461624798957
322,M4* 2-opt,4,12.000529696921392,2.188936836291813
323,M4* greedy,6,13.89809992876777,1.449984307141804
323,M4* 2-opt,5,12.978137901612733,1.5686707322595097
324,M4* greedy,1,10.908377403190508,5.301477995891258
324,M4* 2-opt,1,10.908377403190508,5.026420153170994
325,M4* greedy,4,12.630665029340712,1.3769536243975455
325,M4* 2-opt,4,10.899958363676614,2.0600115720157257
326,M4* greedy,3,12.568535279608158,2.4877536381996395
326,M4* 2-opt,3,10.463746187682515,2.664186764898862
327,M4* greedy,2,13.578444682813235,6.244253161172919
327,M4* 2-opt,2,13.578444682813235,6.034574610052669
328,M4* greedy,1,11.50299761501692,1.0
328,M4* 2-opt,1,11.433085346780999,1.0
329,M4* greedy,1,6.001120539389825,5.652565298157864
329,M4* 2-opt,1,6.001120539389825,5.640952512597976
330,M4* greedy,1,13.423396671056299,4.289158158027594
330,M4* 2-opt,1,13.423396671056299,4.110014941967493
331,M4* greedy,5,13.099512149823898,1.4528820551111996
331,M4* 2-opt,8,13.003007554330155,3.714173438637103
332,M4* greedy,4,12.558135122362193,1.2805309219524725
332,M4* 2-opt,4,11.026761027335114,1.6174761061576444
333,M4* greedy,4,13.050606133660112,2.3213289461953392
333,M4* 2-opt,4,12.978120512177764,3.289022170100258
334,M4* greedy,4,12.827593692097166,2.0336497582231012
334,M4* 2-opt,5,12.659161286881595,2.051788036029846
335,M4* greedy,4,12.900273997327528,1.106479752920808
335,M4* 2-opt,3,12.85868276639645,1.0982257608243156
336,M4* greedy,3,11.812029319144044,3.403661919240801
336,M4* 2-opt,2,11.760745709912857,3.1399879135311224
337,M4* greedy,6,13.576569822918911,2.8287424801999874
337,M4* 2-opt,6,13.033945059581185,2.6757163101660497
338,M4* greedy,1,12.016354599687325,4.808589470134989
338,M4* 2-opt,1,12.016354599687325,4.711378406288167
339,M4* greedy,4,13.267915497327685,1.1573607679058875
339,M4* 2-opt,4,12.883357001143118,1.1573607679058875
340,M4* greedy,1,13.749084112390252,1.0
340,M4* 2-opt,1,13.52307552772033,1.0
341,M4* greedy,2,13.32132448702907,3.8406287156576138
341,M4* 2-opt,3,13.07959000006508,3.7840861206484786
342,M4* greedy,1,13.573694402428874,5.351871295977038
342,M4* 2-opt,1,13.573694402428874,5.188170763491366
343,M4* greedy,5,13.724026679292834,1.6065179407900436
343,M4* 2-opt,4,13.611349956064728,1.1236475205572147
344,M4* greedy,3,12.278547569034838,4.2378836210958015
344,M4* 2-opt,3,12.278547569034838,4.145067128875783
345,M4* greedy,7,11.267937920356594,3.938446779670129
345,M4* 2-opt,6,10.624546672506384,3.6408001839930333
346,M4* greedy,3,13.164544865069013,8.378504520502888
346,M4* 2-opt,3,13.164544865069013,7.863330271873687
347,M4* greedy,2,13.765713517736,2.0876627778840375
347,M4* 2-opt,7,12.457467621200657,8.989956787078423
348,M4* greedy,1,13.64267378868954,7.305708620669905
348,M4* 2-opt,1,13.491464416725812,7.013239319075889
349,M4* greedy,2,13.242398428326416,1.1647896904065473
349,M4* 2-opt,7,12.848142044515878,6.359543079072872
350,M4* greedy,1,12.091648709628632,5.320422725708052
350,M4* 2-opt,1,12.091648709628632,5.320422725708052
351,M4* greedy,1,13.95532012698558,1.0
351,M4* 2-opt,1,11.211294765122329,1.0
352,M4* greedy,6,12.611592507143381,2.744584396902279
352,M4* 2-opt,4,11.682718392812768,2.9109736616067323
353,M4* greedy,3,11.851744685892589,4.193364561533227
353,M4* 2-opt,3,11.024251942474573,3.8451864992866462
354,M4* greedy,1,12.473757877398143,3.9391623474572843
354,M4* 2-opt,1,12.473757877398143,3.508060192567218
355,M4* greedy,4,13.87805302236779,2.297168553968514
355,M4* 2-opt,6,12.357841264023982,4.717591009585832
356,M4* greedy,3,11.794064534560142,2.6804367488525664
356,M4* 2-opt,4,11.22747837854917,2.917356677288608
357,M4* greedy,2,10.464201742440935,6.352978889751119
357,M4* 2-opt,2,10.464201742440935,6.352978889751119
358,M4* greedy,4,13.972778045970811,1.0841272442004857
358,M4* 2-opt,4,13.972778045970811,1.0841272442004857
359,M4* greedy,1,13.048239207286368,5.651623084985531
359,M4* 2-opt,1,13.048239207286368,5.5685101042267995
360,M4* greedy,1,9.021130290040992,5.742848384010317
360,M4* 2-opt,1,9.021130290040992,5.742848384010317
361,M4* greedy,4,13.491570057300528,1.8707540587890281
361,M4* 2-opt,6,12.517915852479053,2.38176700657468
362,M4* greedy,2,13.932531229544121,5.072675925069899
362,M4* 2-opt,2,13.932531229544121,5.056823681022796
363,M4* greedy,8,13.695923012557815,4.642785465004208
363,M4* 2-opt,9,12.548538222438204,4.53155034308927
364,M4* greedy,3,13.321095964767862,1.8416847614918859
364,M4* 2-opt,6,12.518890696378083,4.348216518856808
365,M4* greedy,6,13.661666630636438,4.040117965735479
365,M4* 2-opt,7,12.054915844302116,5.2747039142489545
366,M4* greedy,4,12.44136323555156,2.1936463055539885
366,M4* 2-opt,2,9.84129540238705,1.2895830340925996
367,M4* greedy,2,13.946919293508579,3.8299406049120983
367,M4* 2-opt,3,13.243505787991825,3.7081583646128085
368,M4* greedy,1,11.010727494339607,3.8938910647068434
368,M4* 2-opt,2,10.471094054115472,3.9257587987960503
369,M4* greedy,5,11.608864064923468,1.999042812633008
369,M4* 2-opt,4,9.811438843470667,2.078059874609292
370,M4* greedy,1,13.860225167650771,1.0
370,M4* 2-opt,1,12.936247148549851,1.0
371,M4* greedy,1,13.93232617804964,4.9460044638651235
371,M4* 2-opt,1,13.93232617804964,4.898394820326996
372,M4* greedy,2,13.50269003094834,1.0006661012920626
372,M4* 2-opt,2,12.322062223222494,1.181762237114713
373,M4* greedy,1,12.394839268342105,5.264966112712259
373,M4* 2-opt,1,12.394839268342105,5.264966112712259
374,M4* greedy,9,13.893867841184083,6.398425858047269
374,M4* 2-opt,3,13.841006969715796,1.9729883132627086
375,M4* greedy,3,12.654719122416978,3.8081011868949446
375,M4* 2-opt,2,10.104889301925446,3.0744973959057704
376,M4* greedy,2,11.188737836743837,1.160004272588795
376,M4* 2-opt,5,8.670247562441444,3.9881110868958696
377,M4* greedy,1,12.048805615332562,6.126136330743441
377,M4* 2-opt,1,11.474907893897278,5.875758711618394
378,M4* greedy,4,12.821576392686445,1.742880334699935
378,M4* 2-opt,4,11.57117923092154,1.4927131904672253
379,M4* greedy,4,13.178596228784592,1.558821673033009
379,M4* 2-opt,2,11.855035720510987,1.0025979002286263
380,M4* greedy,1,11.725749177858411,4.608159352362014
380,M4* 2-opt,1,11.41279017116969,4.531774766393885
381,M4* greedy,1,13.937292899549181,4.666984655098955
381,M4* 2-opt,1,13.937292899549181,4.647438427135621
382,M4* greedy,1,4.867207113124827,6.4847057667806585
382,M4* 2-opt,1,4.867207113124827,6.236379909215953
383,M4* greedy,2,12.711734119383586,1.0763916379788037
383,M4* 2-opt,2,12.321083565105548,1.0763916379788037
384,M4* greedy,4,13.271413043744873,2.7720544218876153
384,M4* 2-opt,5,11.393372105862186,2.4736540322544394
385,M4* greedy,1,13.902876737556937,5.455415536484744
385,M4* 2-opt,3,13.762708869424932,6.319033934646328
386,M4* greedy,6,13.355603589131551,1.7985372202501968
386,M4* 2-opt,7,11.620141960153633,1.940120203473989
387,M4* greedy,2,12.03771583168749,5.537938021179954
387,M4* 2-opt,2,10.132340678642548,5.417185436192023
388,M4* greedy,7,12.121814017763796,7.9560103163059654
388,M4* 2-opt,2,12.116436975494628,1.3230994010559785
389,M4* greedy,2,6.37893267571378,5.441920485192152
389,M4* 2-opt,2,6.37893267571378,5.178613294115791
390,M4* greedy,6,13.653840389639745,2.661054393022239
390,M4* 2-opt,6,13.232345384073215,2.506731782231083
391,M4* greedy,1,13.51801268531479,3.3207626567141286
391,M4* 2-opt,1,13.51801268531479,3.3207626567141286
392,M4* greedy,1,7.986658324719167,6.998981661291759
392,M4* 2-opt,1,7.986658324719167,6.86623406513724
393,M4* greedy,3,13.132457246756164,1.9160052982404925
393,M4* 2-opt,3,12.702653585591221,1.9160052982404925
394,M4* greedy,3,10.42523528924652,1.4091098805122555
394,M4* 2-opt,5,9.47926625618152,1.830877907798997
395,M4* greedy,1,12.066154841086089,1.0
395,M4* 2-opt,1,11.930777003431047,1.0
396,M4* greedy,1,12.705057602912538,4.347754124608906
396,M4* 2-opt,1,12.705057602912538,4.347754124608906
397,M4* greedy,3,7.647426990433574,1.5769982550495094
397,M4* 2-opt,3,7.647426990433574,1.5769982550495094
398,M4* greedy,3,13.247344923699737,1.9719133944584462
398,M4* 2-opt,5,12.138145651557629,3.30723805978354
399,M4* greedy,4,11.574222571354257,3.687407681167145
399,M4* 2-opt,5,11.174478402679092,3.79642654817855
400,M4* greedy,2,13.449799639316218,1.5250748801661098
400,M4* 2-opt,2,13.435177870757096,1.5250748801661098
401,M4* greedy,4,10.167993589941272,1.0984111171938835
401,M4* 2-opt,4,9.89222526828477,1.0271628642589232
402,M4* greedy,3,13.308348627291508,1.049708539903209
402,M4* 2-opt,6,13.286576910028558,4.033851591603122
403,M4* greedy,1,12.933672879642284,5.999461339657129
403,M4* 2-opt,1,12.933672879642284,5.860580443769664
404,M4* greedy,4,12.90499243161815,1.2070227735510783
404,M4* 2-opt,5,11.843815284225187,1.4571087323930332
405,M4* greedy,5,13.727264419030895,4.870052185933596
405,M4* 2-opt,6,13.065872293584274,7.3448415994865295
406,M4* greedy,4,12.858418913585512,2.019324626694517
406,M4* 2-opt,2,11.143110733832119,1.3576090430387533
407,M4* greedy,1,13.798539892410838,6.148144459356473
407,M4* 2-opt,1,13.798539892410838,6.13710383739358
408,M4* greedy,3,13.369002674230275,2.786527962833911
408,M4* 2-opt,6,12.521838119372882,5.011261060474627
409,M4* greedy,3,13.773457958462565,1.7613977031745838
409,M4* 2-opt,6,12.983883608406774,4.34947707343169
410,M4* greedy,4,13.853792342742294,2.8700888420914388
410,M4* 2-opt,4,12.198647142223914,8.413268547010405
411,M4* greedy,1,12.884052377156626,1.0
411,M4* 2-opt,1,12.884052377156626,1.0
412,M4* greedy,1,8.733591747486441,5.728104319066968
412,M4* 2-opt,1,8.733591747486441,5.473041956058004
413,M4* greedy,4,11.877757453029858,5.099836339923835
413,M4* 2-opt,4,11.877757453029858,4.939852506506268
414,M4* greedy,2,11.339880925751045,3.3070253159934317
414,M4* 2-opt,2,11.339880925751045,3.2432298367353387
415,M4* greedy,8,12.893503827328384,6.421046895082301
415,M4* 2-opt,8,12.508772812863752,6.19960926737686
416,M4* greedy,6,13.966821102986657,3.5806429018731714
416,M4* 2-opt,6,13.311966653834324,4.580634709834462
417,M4* greedy,4,10.154228617992334,2.187068701150264
417,M4* 2-opt,3,9.78634445727211,1.976643618834438
418,M4* greedy,2,12.524339105573375,1.0048533985843495
418,M4* 2-opt,2,12.483935069346698,1.0048533985843495
419,M4* greedy,3,10.696441012091677,1.0241191712371556
419,M4* 2-opt,3,10.696441012091677,1.0241191712371556
420,M4* greedy,7,13.697115838868097,1.844653170143261
420,M4* 2-opt,4,11.528870556025671,1.195710492597628
421,M4* greedy,2,13.55990742028942,3.570873418742383
421,M4* 2-opt,2,13.55990742028942,3.570873418742383
422,M4* greedy,2,13.216530904570417,1.2034899120336577
422,M4* 2-opt,2,11.78486053816636,1.0976078805159613
423,M4* greedy,1,13.448398687430814,5.051044946739518
423,M4* 2-opt,1,13.448398687430814,4.987160308663565
424,M4* greedy,1,12.497846894317302,3.02171623003562
424,M4* 2-opt,1,12.497846894317302,2.921999732655682
425,M4* greedy,1,13.177463836584357,7.024145682580953
425,M4* 2-opt,1,12.623514723644382,6.998439379790278
426,M4* greedy,5,13.918302630539948,1.6415373702843101
426,M4* 2-opt,7,12.500332325336169,2.8854539058800888
427,M4* greedy,4,10.995913536174772,2.9827820651988675
427,M4* 2-opt,4,10.995913536174772,2.9827820651988675
428,M4* greedy,2,13.600519822903383,1.381053189834891
428,M4* 2-opt,2,12.561722722731716,1.381053189834891
429,M4* greedy,4,11.533861424271427,1.0429943857063668
429,M4* 2-opt,4,10.881437777881176,1.2808717801365428
430,M4* greedy,2,13.987312458047235,3.788548467528435
430,M4* 2-opt,2,13.987312458047235,3.689359977282806
431,M4* greedy,2,11.09934598478513,1.2154344259458976
431,M4* 2-opt,5,9.1394279052081,4.525996765978148
432,M4* greedy,3,13.617052006611749,2.201412204510605
432,M4* 2-opt,4,13.280698404645165,3.5216946915140324
433,M4* greedy,2,9.05294570829497,1.0865419445589977
433,M4* 2-opt,2,9.05294570829497,1.0865419445589977
434,M4* greedy,5,13.324758860950443,3.1127687543778544
434,M4* 2-opt,5,13.324758860950443,3.1127687543778544
435,M4* greedy,1,8.988598558826023,5.703506963765181
435,M4* 2-opt,1,8.988598558826023,5.618017745209116
436,M4* greedy,3,13.916054682084738,1.396471427725117
436,M4* 2-opt,3,13.329386910458922,1.396471427725117
437,M4* greedy,1,13.089761305638138,6.32653070996415
437,M4* 2-opt,1,13.089761305638138,6.0119769464466675
438,M4* greedy,7,13.417875882261269,1.6434311977591332
438,M4* 2-opt,4,11.548628495076928,1.1002876441021865
439,M4* greedy,2,10.609010178693572,1.0170687954510997
439,M4* 2-opt,2,9.576399573670423,2.0484863759618337
440,M4* greedy,3,13.642127885108497,1.9940532166438591
440,M4* 2-opt,3,12.63963522491234,2.2950111503640027
441,M4* greedy,8,13.137957877735953,6.208270137839437
441,M4* 2-opt,8,13.137957877735953,6.208270137839437
442,M4* greedy,4,12.016037156628228,1.3707243455051552
442,M4* 2-opt,4,11.170827503819396,1.3707243455051552
443,M4* greedy,3,13.841292230230332,1.8145668348036035
443,M4* 2-opt,2,13.122135105812688,1.4694117038765167
444,M4* greedy,5,13.579057422640517,2.4737229380656935
444,M4* 2-opt,2,11.90317742570432,1.3646630024111115
445,M4* greedy,9,13.8974740855524,3.1503788425412838
445,M4* 2-opt,9,13.8974740855524,3.1503788425412838
446,M4* greedy,4,13.179162090984264,1.2998469224523905
446,M4* 2-opt,4,10.988724925869123,1.2998469224523905
447,M4* greedy,5,13.54998194633013,4.113049227653109
447,M4* 2-opt,4,12.766687436372935,3.7819625070566696
448,M4* greedy,1,9.837700251096427,6.671628390569321
448,M4* 2-opt,3,8.416668187888597,8.381890861648136
449,M4* greedy,4,13.746535753330386,3.6733730425312334
449,M4* 2-opt,3,13.078048111354995,3.3705650561447684
450,M4* greedy,5,12.64746953429579,2.4143307029741
450,M4* 2-opt,5,12.249758209554686,2.4143307029741
451,M4* greedy,2,12.965553305984614,1.0607249642319603
451,M4* 2-opt,2,11.5145231502322,1.625619056203958
452,M4* greedy,5,13.9263696141743,1.098623050515947
452,M4* 2-opt,5,13.468112218339158,1.4789954833689707
453,M4* greedy,4,13.204858412647022,1.3361730013434743
453,M4* 2-opt,7,12.323773719583329,4.629184054947698
454,M4* greedy,4,9.206153183071441,1.8691582947927046
454,M4* 2-opt,4,9.206153183071441,1.8691582947927046
455,M4* greedy,4,11.571299946100444,1.7165570066332199
455,M4* 2-opt,5,10.018660726689907,2.4561610652251247
456,M4* greedy,8,13.248142474676676,3.385666842595384
456,M4* 2-opt,7,11.917286398399337,2.2156493933218053
457,M4* greedy,1,13.414153807022375,1.0
457,M4* 2-opt,1,13.414153807022375,1.0
458,M4* greedy,1,13.434859605847098,1.0
458,M4* 2-opt,1,12.79409726194555,1.0
459,M4* greedy,2,8.593157470222726,4.840009875682876
459,M4* 2-opt,2,8.593157470222726,4.545886368224979
460,M4* greedy,6,12.218017191733612,2.9361917734608762
460,M4* 2-opt,6,12.218017191733612,2.9361917734608762
461,M4* greedy,1,13.052763558070508,1.0
461,M4* 2-opt,1,13.052763558070508,1.0
462,M4* greedy,5,13.928625790427725,1.8334792880383428
462,M4* 2-opt,3,11.703801628705984,1.122935825916837
463,M4* greedy,3,11.096572957557214,1.3564857059909121
463,M4* 2-opt,1,10.442751724369458,1.0
464,M4* greedy,2,13.68506928733805,1.4021961231244877
464,M4* 2-opt,2,11.504120959740096,1.4021961231244877
465,M4* greedy,1,6.191542576987843,8.667110191186564
465,M4* 2-opt,1,6.191542576987843,8.40051457610592
466,M4* greedy,2,13.334088264182405,1.345098946090038
466,M4* 2-opt,2,13.334088264182405,1.345098946090038
467,M4* greedy,2,13.503412395964599,1.5120093045112193
467,M4* 2-opt,1,12.615728781856165,1.0
468,M4* greedy,3,10.484596074263209,5.352178630263722
468,M4* 2-opt,3,9.653531342041049,4.495580514886348
469,M4* greedy,3,13.187285477321897,1.088319077042063
469,M4* 2-opt,3,11.55759850842613,1.088319077042063
470,M4* greedy,3,13.222095346369903,4.084819573059471
470,M4* 2-opt,5,12.258955154983841,4.205119976012202
471,M4* greedy,3,6.2605050311172885,5.273642072977071
471,M4* 2-opt,3,6.2605050311172885,4.8673077922781856
472,M4* greedy,2,13.164047521566435,1.0570009760208603
472,M4* 2-opt,4,12.072365991334793,3.895678832635505
473,M4* greedy,1,11.661332975146248,3.262866744495198
473,M4* 2-opt,1,11.661332975146248,3.172062970016319
474,M4* greedy,4,13.229088968676603,2.4492558118207803
474,M4* 2-opt,3,12.659952312534854,2.1979064360519307
475,M4* greedy,1,12.734335213073713,3.668881270383322
475,M4* 2-opt,1,12.734335213073713,3.2321121890214535
476,M4* greedy,6,13.489824058356461,2.7106464514521558
476,M4* 2-opt,6,13.489824058356461,2.7106464514521558
477,M4* greedy,5,13.535878734837873,1.5999438803012047
477,M4* 2-opt,5,13.535878734837873,1.5999438803012047
478,M4* greedy,1,13.322227439357933,1.0
478,M4* 2-opt,1,13.322227439357933,1.0
479,M4* greedy,3,12.923250584465844,4.143517828844439
479,M4* 2-opt,4,12.337904266935364,4.360743539911171
480,M4* greedy,2,13.73970584630245,3.4831022487928514
480,M4* 2-opt,2,13.73970584630245,3.2763871393397808
481,M4* greedy,2,13.915254325048462,1.8473597389615657
481,M4* 2-opt,2,11.800233364448152,1.8473597389615657
482,M4* greedy,7,13.707726733105105,4.282852649426855
482,M4* 2-opt,7,13.707726733105105,4.282852649426855
483,M4* greedy,3,12.426061570643084,1.0258206532089873
483,M4* 2-opt,3,12.282976331433257,1.0258206532089873
484,M4* greedy,6,13.177765664666879,5.2945355215447885
484,M4* 2-opt,6,12.95787525027201,5.189501932431357
485,M4* greedy,3,13.77568710507393,2.698235045692727
485,M4* 2-opt,2,12.506270720356582,2.0816285538654884
486,M4* greedy,3,13.950274360097634,1.289866297541565
486,M4* 2-opt,3,13.430593756959915,3.7942326284381296
487,M4* greedy,8,12.29702152667559,4.465420233318801
487,M4* 2-opt,8,12.29702152667559,4.465420233318801
488,M4* greedy,5,11.324111184283453,1.9342512934699325
488,M4* 2-opt,3,11.289326245569356,1.8873104596498562
489,M4* greedy,6,13.95172584519458,3.2978224540229455
489,M4* 2-opt,4,13.602821368051417,2.456509030172016
490,M4* greedy,9,13.366023085882155,1.378956121581243
490,M4* 2-opt,6,12.747953719441117,1.1750053953675819
491,M4* greedy,1,11.706910440724432,7.091504278074981
491,M4* 2-opt,1,11.706910440724432,6.28505999524218
492,M4* greedy,6,12.394224239216692,1.7459268159594654
492,M4* 2-opt,6,12.394224239216692,1.7459268159594654
493,M4* greedy,2,13.018739184419813,1.5290002313457847
493,M4* 2-opt,1,12.07477165826922,1.0
